global_ordinal,source_docx,source_ordinal,extracted_file,sha256,source_repository,source_commit,pipeline_repository,pipeline_commit,width_px,height_px,analysis_scale,exif_orientation_applied,estimated_orientation_degrees,estimated_skew_degrees,skew_confidence,content_left_px,content_top_px,content_right_px,content_bottom_px,content_width_px,content_height_px,margin_left_px,margin_top_px,margin_right_px,margin_bottom_px,brightness_mean,contrast_stddev,dynamic_range_p05_p95,sharpness_score,entropy_bits,dark_pixel_fraction,light_pixel_fraction,background_uniformity_score,bleed_through_proxy,content_fraction,border_contact,likely_blank,likely_low_contrast,likely_blurry,likely_overexposed,likely_underexposed,quality_score,quality_status,review_reasons,analysis_error
225,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,26,raw/fs_0225.png,b0248b796839fe00218f44be4b68b2bb6df661ead285af89407ab921ebc8e501,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1798,1311,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1798,1311,149.129,67.76,202.0,4024.933,6.5322,0.183875,0.003063,0.0,0.658,0.0,False,False,False,False,False,False,0.767,review,very_small_content_region,
226,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,27,raw/fs_0226.png,d5abbdd918dc3c92cff78fc5857b9aad0a2e350889bf2d1b1a8af131b5c1119e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1830,1301,0.983607,False,0,-0.25,0.001,0,0,0,0,0,0,0,0,1830,1301,142.015,72.364,201.0,4070.476,6.4218,0.218542,2.4e-05,0.0,0.645,0.0,False,False,False,False,False,False,0.757,review,very_small_content_region,
227,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,28,raw/fs_0227.png,99e4030bb7978afec9658a824b68ec52afdb97ae4f54eaabb71658ebaa64a3e3,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1784,1301,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1784,1301,139.225,71.294,199.0,4298.766,6.4927,0.222108,1.4e-05,0.078,0.671,0.0,False,False,False,False,False,False,0.753,review,very_small_content_region,
228,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,29,raw/fs_0228.png,7d50385df2f3ff8d0c3f9d194479f13f94addcc317b1100106ef25a78355a023,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1729,1310,1.0,False,0,0.25,0.404,0,0,0,0,0,0,0,0,1729,1310,152.117,67.482,205.0,4614.244,6.6558,0.182354,2.7e-05,0.121,0.699,0.0,False,False,False,False,False,False,0.772,review,very_small_content_region,
229,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,30,raw/fs_0229.png,4a4385cc30484eb5ef81adea4273cbbcca8b2f55437a58116f0e338f5e864a32,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1790,1303,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1790,1303,137.845,71.773,195.0,3653.397,6.312,0.230121,3e-06,0.095,0.602,0.0,False,False,False,False,False,False,0.751,review,very_small_content_region,
230,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,31,raw/fs_0230.png,31a70902138ad8fe7027ddd77f1a0c89c1b9f529603245bce2d2d14c1f1fcbc6,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1707,1304,1.0,False,0,-0.25,0.003,0,0,0,0,0,0,0,0,1707,1304,147.847,63.897,198.0,4582.986,6.6088,0.178375,5e-06,0.0,0.695,0.0,False,False,False,False,False,False,0.766,review,very_small_content_region,
231,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,32,raw/fs_0231.png,09aea0f9b8d8d332e292031be476722d43081f4a4615c174039eb44ed72b038f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1722,1306,1.0,False,0,0.25,0.001,0,0,0,0,0,0,0,0,1722,1306,149.345,61.984,196.0,4068.26,6.5026,0.164125,0.000768,0.0,0.669,0.0,False,False,False,False,False,False,0.768,review,very_small_content_region,
232,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,33,raw/fs_0232.png,ea43a4ec8d33bc52ef7cd1000a65f7b11d777df048537fa39db85c7186790587,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1777,1299,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1777,1299,145.47,66.028,196.0,4146.75,6.4541,0.189505,5e-06,0.176,0.682,0.0,False,False,False,False,False,False,0.762,review,very_small_content_region,
233,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,34,raw/fs_0233.png,9cbe8247a2f4867293062f82737fa5763225088ba9d6279567d59a64a0702f10,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1689,1308,1.0,False,0,0.25,0.839,0,0,0,0,0,0,0,0,1689,1308,146.001,65.829,196.0,4552.219,6.4329,0.191499,7e-06,0.0,0.705,0.0,False,False,False,False,False,False,0.763,review,very_small_content_region,
234,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,35,raw/fs_0234.png,269dc8c2285d8b0e891cd1a19d034a9c26132bab92809037240750f239dfc4d9,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1613,1306,1.0,False,0,0.25,0.334,0,0,0,0,0,0,0,0,1613,1306,155.46,58.274,197.0,4211.381,6.3788,0.135257,3e-06,0.086,0.65,0.0,False,False,False,False,False,False,0.768,review,very_small_content_region,
235,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,36,raw/fs_0235.png,27b4e1823138f2d0161d857b52293b24a5a40846cbd7fc639b9bf8c7b568af7d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1634,1305,1.0,False,0,0.25,0.33,0,0,0,0,0,0,0,0,1634,1305,152.757,61.854,197.0,4228.587,6.3831,0.157464,1.1e-05,0.043,0.674,0.0,False,False,False,False,False,False,0.773,review,very_small_content_region,
236,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,37,raw/fs_0236.png,459955e3c35cbf16237fc04a9cf31d67e6127b4f0aeeadb9ac9eb941e39b1495,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1591,1304,1.0,False,0,0.25,0.245,0,0,0,0,0,0,0,0,1591,1304,155.324,57.576,196.0,4261.547,6.491,0.135681,5e-06,0.057,0.66,0.0,False,False,False,False,False,False,0.764,review,very_small_content_region,
237,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,38,raw/fs_0237.png,7ad29e744a7af27a5d448b46b79f488310588e1d27aa1fee4b9980bcb5746ee1,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1521,1303,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1521,1303,163.118,48.449,170.0,3936.465,6.3106,0.090257,1.2e-05,0.0,0.624,0.0,False,False,False,False,False,False,0.73,review,very_small_content_region,
238,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,39,raw/fs_0238.png,ea367bfd8f15cfd66c926afc9eaecf85cf291995e4db1cc7e9487e0c0d04fd1b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1542,1306,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1542,1306,159.438,53.052,186.0,4460.542,6.417,0.114346,1.3e-05,0.0,0.665,0.0,False,False,False,False,False,False,0.748,review,very_small_content_region,
239,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,40,raw/fs_0239.png,600f745afa7f5740c0366e63ba6f79753da6f6d5383a30f9cf26bef91bfbe667,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1515,1310,1.0,False,0,0.25,0.032,0,0,0,0,0,0,0,0,1515,1310,171.992,50.849,174.0,4551.42,6.5195,0.091246,9.9e-05,0.0,0.664,0.0,False,False,False,False,False,False,0.755,review,very_small_content_region,
240,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,41,raw/fs_0240.png,5d6a808288cad43eca4701c5c3c5391c3cd91c25fada0f81d0cae88884426899,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1537,1306,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1537,1306,162.761,48.036,163.0,4238.017,6.4267,0.092538,1e-05,0.0,0.638,0.0,False,False,False,False,False,False,0.728,review,very_small_content_region,
241,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,42,raw/fs_0241.png,a7cd35bd550f8103d631a0c71164db3adbdeef1a0cb0f81288885380468bb6e7,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1497,1300,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1497,1300,163.939,45.662,154.0,4383.227,6.4635,0.081318,8e-06,0.0,0.649,0.0,False,False,False,False,False,False,0.717,review,very_small_content_region,
242,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,43,raw/fs_0242.png,5f994b036af874eeeb31841f2ca4a342fc793bd9dd01c3ebac3bd92443eaf43b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1515,1307,1.0,False,0,0.25,0.221,0,0,0,0,0,0,0,0,1515,1307,171.312,52.524,185.0,4695.395,6.5345,0.090535,0.000822,0.0,0.677,0.0,False,False,False,False,False,False,0.763,review,very_small_content_region,
243,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,44,raw/fs_0243.png,1d6d85bb0cd132fcef223d624b287952ed631a1270abb57e898a0eda8e333986,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1526,1304,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1526,1304,163.638,47.33,163.0,4249.651,6.4009,0.084857,1.3e-05,0.0,0.656,0.0,False,False,False,False,False,False,0.725,review,very_small_content_region,
244,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,45,raw/fs_0244.png,020cd0bb6f3594fec49ce54d89e1ece664e5783c388477eee5db5275d16d645c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1520,1303,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1520,1303,159.929,51.119,187.0,3816.837,6.3236,0.101278,2e-06,0.09,0.629,0.0,False,False,False,False,False,False,0.739,review,very_small_content_region,
245,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,46,raw/fs_0245.png,529af89fed27577bfb0e69760830200f06a7038e115ca3590c4e959a8e26471f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1501,1305,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1501,1305,165.269,44.72,148.0,4391.697,6.4524,0.083445,1e-05,0.0,0.666,0.0,False,False,False,False,False,False,0.715,review,very_small_content_region,
246,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,47,raw/fs_0246.png,08990eff798fe5b456fc8f62e881feab31b5cdfa69b5ac5c48ca5be69ebf935f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1448,1290,1.0,False,0,0.25,0.001,0,0,0,0,0,0,0,0,1448,1290,167.938,43.738,147.0,4471.343,6.4058,0.072458,7e-06,0.008,0.673,0.0,False,False,False,False,False,False,0.714,review,very_small_content_region,
247,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,48,raw/fs_0247.png,03080ed42cbe796b5f56e990c36c200955e0219057ce5e5a0cb302a0fec4b3b6,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1464,1304,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1464,1304,165.987,40.955,135.0,4158.775,6.3488,0.064291,4e-06,0.0,0.651,0.0,False,False,False,False,False,False,0.697,review,very_small_content_region,
248,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,49,raw/fs_0248.png,58e3afff90ce1d5b4cb600502edd03e8298ea9265ce89911e0d449935eca5941,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1458,1295,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1458,1295,168.824,41.743,137.0,4446.112,6.3864,0.064561,1.7e-05,0.026,0.632,0.0,False,False,False,False,False,False,0.705,review,very_small_content_region,
249,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,50,raw/fs_0249.png,c4b2759590a2a5a25f54ebbd67381cf7749d7022b54a4a19d7348c3d1c447906,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1468,1296,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1468,1296,167.372,41.038,135.0,4734.878,6.363,0.065143,1.5e-05,0.085,0.66,0.0,False,False,False,False,False,False,0.699,review,very_small_content_region,
250,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,51,raw/fs_0250.png,ee6834e8cf25ae39799771696617ad2ff7bf016a63f4bb2e44074f11b04f93d0,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1473,1314,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1473,1314,170.368,39.825,130.0,4228.185,6.3112,0.059584,0.002294,0.077,0.645,0.0,False,False,False,False,False,False,0.698,review,very_small_content_region,
251,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,52,raw/fs_0251.png,27eec500a742f8ee7b5dcc921d9699236a0a7e439ce430d2282603dfe9c3b714,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1484,1305,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1484,1305,167.458,40.639,133.0,4249.801,6.3297,0.063354,0.001538,0.062,0.678,0.0,False,False,False,False,False,False,0.697,review,very_small_content_region,
252,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,53,raw/fs_0252.png,3247df3ed88d09b388ce7a9ff83c2da10cf150b51c8593b07922005c86b05c53,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1473,1310,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1473,1310,168.451,39.908,127.0,3890.727,6.1997,0.061614,6e-06,0.0,0.621,0.0,False,False,False,False,False,False,0.695,review,very_small_content_region,
253,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,54,raw/fs_0253.png,c5c188c259b65bb06df3fa793c3a9af51f6463dcb6590910a0d32d0bf2959f6e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1480,1305,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1480,1305,165.943,41.608,140.0,4123.708,6.3292,0.067709,7e-06,0.041,0.65,0.0,False,False,False,False,False,False,0.7,review,very_small_content_region,
254,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,55,raw/fs_0254.png,ab7baf8e2b4c3207c18b2fe1603f4ada64b49e289b6885dcd7e6d1be123e3d2a,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1478,1309,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1478,1309,164.521,39.41,126.0,3872.629,6.3317,0.06427,6e-06,0.107,0.622,0.0,False,False,False,False,False,False,0.687,review,very_small_content_region,
255,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,56,raw/fs_0255.png,8afd3d6d1e5e1a8d4dc67d59b83cb7019a663b71a1837861583155e8669d4e17,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1480,1310,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1480,1310,171.094,38.04,118.0,3673.373,6.2794,0.049724,0.003823,0.036,0.6,0.0,False,False,False,False,False,False,0.69,review,very_small_content_region,
256,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,57,raw/fs_0256.png,0acc1f6c0814824c8d34ecd73b2b266088e54d58aed0494e5eb7bc4810dc56b9,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1474,1304,1.0,False,0,-0.25,0.082,0,0,0,0,0,0,0,0,1474,1304,177.682,43.313,142.0,4211.861,6.4374,0.060431,5.9e-05,0.0,0.649,0.0,False,False,False,False,False,False,0.726,review,very_small_content_region,
257,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,58,raw/fs_0257.png,70f2e77cac0d395e54967444c16f0101c20d617f956a68b847b41b282e3cd9b0,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1469,1308,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1469,1308,167.214,40.86,133.0,3730.845,6.2736,0.0654,2e-06,0.0,0.61,0.0,False,False,False,False,False,False,0.698,review,very_small_content_region,
258,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,59,raw/fs_0258.png,1aef655a231d9b8ad4570337c9bd9223afa6bb307dad9c8f7d0f40f1c58bd02a,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1468,1304,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1468,1304,166.507,42.866,145.0,4026.48,6.2588,0.070927,9e-06,0.0,0.625,0.0,False,False,False,False,False,False,0.707,review,very_small_content_region,
259,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,60,raw/fs_0259.png,9b76ff44b411233602db6753209bd7972aa3783fc827870c26f1a4fe387bd2ee,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1455,1299,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1455,1299,166.502,44.014,148.0,4060.861,6.2673,0.073926,8e-06,0.0,0.631,0.0,False,False,False,False,False,False,0.713,review,very_small_content_region,
260,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,61,raw/fs_0260.png,4bb7190e46734a879ff8fb07f073abb5719f7f4609e8137a87055c29f64cea68,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1454,1296,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1454,1296,167.039,43.637,146.0,4062.419,6.3048,0.071008,0.001547,0.0,0.635,0.0,False,False,False,False,False,False,0.712,review,very_small_content_region,
261,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,62,raw/fs_0261.png,795079bdc199ad3e214a14a5e75a35a421726967d3647beed04b7c96e4f235f2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1467,1302,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1467,1302,164.182,46.852,163.0,4306.127,6.3511,0.087545,0.000784,0.0,0.687,0.0,False,False,False,False,False,False,0.724,review,very_small_content_region,
262,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,63,raw/fs_0262.png,ab23a99e15dbf7194ff0dd1223a52bd40d5139f9117fdd8924fcdc9b3d93672a,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1466,1307,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1466,1307,168.515,41.514,137.0,3974.832,6.3719,0.064018,0.000771,0.007,0.656,0.0,False,False,False,False,False,False,0.703,review,very_small_content_region,
263,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,64,raw/fs_0263.png,e4f1fc8b725fe331373ab1e1bc667f5c1b61f9bacf8922053049fdb62fed0076,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1463,1309,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1463,1309,176.08,46.505,158.0,4230.826,6.4404,0.070467,0.00158,0.0,0.645,0.0,False,False,False,False,False,False,0.739,review,very_small_content_region,
264,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,65,raw/fs_0264.png,459a534279176a7d6c7006806f88effcfbc3d2603663da3da2585a7ac252dd16,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1469,1310,1.0,False,0,-0.25,0.159,0,0,0,0,0,0,0,0,1469,1310,176.024,45.64,153.0,4764.016,6.5826,0.069604,0.000869,0.025,0.686,0.0,False,False,False,False,False,False,0.735,review,very_small_content_region,
265,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,66,raw/fs_0265.png,6d955a3ab8c6f8ea0c2c87815153d382c553ae7bb4e1f850b96c98494c7fa77b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1463,1309,1.0,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1463,1309,168.107,41.359,137.0,4349.808,6.36,0.065065,0.001537,0.138,0.651,0.0,False,False,False,False,False,False,0.702,review,very_small_content_region,
266,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,67,raw/fs_0266.png,c4618497e12df75a6c32160c38f7923d3c7ceb355691068daf57f618bc1075d2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1462,1305,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1462,1305,167.006,42.168,141.0,4148.081,6.398,0.068961,5e-06,0.079,0.666,0.0,False,False,False,False,False,False,0.704,review,very_small_content_region,
267,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p201-300.docx,68,raw/fs_0267.png,21a3b92c45677276d6301ee23f53e5beb18171faa6b23ccf54b227edab707b0f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1461,1313,1.0,False,0,0.25,0.069,0,0,0,0,0,0,0,0,1461,1313,175.872,43.099,142.0,3995.016,6.5192,0.064088,0.000821,0.182,0.67,0.0,False,False,False,False,False,False,0.722,review,very_small_content_region,
